show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,month_added,duration_movies,duration_tv
s5259,TV Show,Real Rob,NULL,"Rob Schneider, Patricia Schneider, Jamie Lissow, Miranda Scarlett Schneider",UnitedStates,2017-09-29 00:00:00,2017,TV-MA,TVComedies,Go inside the world of comedian and actor Rob Schneider in this comedy series that follows the ups and downs of his career and family life.,September,2,2 Seasons
s5260,TV Show,Satu Hari,NULL,"Sara Ali, Remy Ishak, Rita Rudaini, Mirza Salihovic, Hafizul Kamal, Miller Khan",NULL,2017-09-29 00:00:00,2014,TV-PG,"InternationalTVShows,TVDramas","A man haunted by his wife's affair moves to Sarajevo and starts to love again, until fate forces him to choose between his new life and old loyalty.",September,1,1 Season
s5261,Movie,Much Loved,Nabil Ayouch,"Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara El Mhamdi Elaaloui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Camélia Montassere",France Morocco,2017-09-27 00:00:00,2015,TV-MA,"Dramas,IndependentMovies,InternationalMovies",Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.,September,104,104
s5262,Movie,Def Comedy Jam 25,Louis J. Horvitz,"Dave Chappelle, Steve Harvey, Cedric the Entertainer, Martin Lawrence, Tiffany Haddish, Katt Williams, Craig Robinson, D.L. Hughley, Eddie Griffin, J.B. Smoove, Joe Torry, Kid Capri, Mike Epps, Sheryl Underwood, Tracy Morgan, Deon Cole",UnitedStates,2017-09-26 00:00:00,2017,TV-MA,Stand-UpComedy,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam.""",September,82,82
s5263,TV Show,Terrace House: Aloha State,NULL,"You, Reina Triendl, Ryota Yamasato, Yoshimi Tokui, Azusa Babazono, Kentaro",UnitedStates Japan,2017-09-26 00:00:00,2017,TV-14,"InternationalTVShows,RealityTV","The beautiful island of Oahu is host to a new batch of six strangers who share a single roof, multiple conflicts and no script in this reality series.",September,4,4 Seasons
s5264,TV Show,Dark Matter,NULL,"Marc Bendavid, Melissa O'Neil, Anthony Lemke, Alex Mallari Jr., Jodelle Ferland, Roger Cross, Zoie Palmer",Canada,2017-09-25 00:00:00,2017,TV-14,"TVSci-Fi&Fantasy,TVThrillers","After waking up aboard a derelict spaceship with no memories, the crew of the Raza investigates the mystery of their identities and destination.",September,3,3 Seasons
s5265,Movie,Swearnet: The Movie,Warren P. Sonoda,"Mike Smith, John Paul Tremblay, Robb Wells, Patrick Roach, Mishael Morgan, Sarah Jurgens, Shannon Leroux, Dana Woods, Howard Jerome, Tom Green",Canada,2017-09-24 00:00:00,2014,NC-17,"Comedies,InternationalMovies","After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences.",September,112,112
s5266,Movie,The Bar,Álex de la Iglesia,"Blanca Suárez, Mario Casas, Carmen Machi, Secun de la Rosa, Jaime Ordoñez, Terele Pávez, Joaquín Climent, Alejandro Awada",Spain Argentina,2017-09-24 00:00:00,2017,TV-MA,"Comedies,HorrorMovies,InternationalMovies",Strangers holed up in a Madrid bar after witnessing a murder begin to turn on each other as panic sets in and the body count rises.,September,102,102
s5267,Movie,Gaga: Five Foot Two,Chris Moukarbel,Lady Gaga,UnitedStates,2017-09-22 00:00:00,2017,TV-MA,"Documentaries,Music&Musicals","Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.",September,101,101
s5268,Movie,The Bad Batch,Ana Lily Amirpour,"Suki Waterhouse, Jason Momoa, Keanu Reeves, Jim Carrey, Giovanni Ribisi, Yolonda Ross",UnitedStates,2017-09-22 00:00:00,2016,R,"Dramas,IndependentMovies,Thrillers","Banished to a wasteland of undesirables, a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals.",September,119,119
s5269,Movie,Jerry Before Seinfeld,Michael Bonfiglio,Jerry Seinfeld,UnitedStates,2017-09-19 00:00:00,2017,TV-14,Stand-UpComedy,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy.",September,62,62
s5270,Movie,Barbie Dolphin Magic,Conrad Helten,"Erica Lindbeck, Shannon Chan-Kent, Kazumi Evans, Claire Corlett, Ciana Swales, Adrian Petriw, Maryke Hendrikse, Paul Dobson, Garry Chalk",UnitedStates Canada,2017-09-18 00:00:00,2017,TV-Y,Children&FamilyMovies,"While visiting Ken and exploring a coral reef, Barbie and her sisters make an amazing discovery and meet a mysterious new friend.",September,64,64
s5271,Movie,First They Killed My Father,Angelina Jolie,"Sreymoch Sareum, Kompheak Phoeung, Socheata Sveng, Dara Heng, Sothea Khoun, Sreyneang Oun, Kimhak Mun, Chenda Run, Nika Sarun, Nita Sarun",Cambodia UnitedStates,2017-09-15 00:00:00,2017,TV-MA,Dramas,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,September,137,137
s5272,Movie,Strong Island,Yance Ford,NULL,UnitedStates Denmark,2017-09-15 00:00:00,2017,TV-MA,Documentaries,"The forces of family, grief and racial injustice converge in this powerful documentary exploring the murder of filmmaker Yance Ford's brother.",September,108,108
s5273,TV Show,VeggieTales in the City,NULL,"Phil Vischer, Mike Nawrocki, Rob Paulsen, Tress MacNeille",UnitedStates,2017-09-15 00:00:00,2017,TV-Y,Kids'TV,"With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons.",September,2,2 Seasons
s5274,Movie,Ghost of the Mountains,Ben Wallis,Antoine Fuqua,UnitedStates,2017-09-13 00:00:00,2017,G,"Children&FamilyMovies,Documentaries",An international group of filmmakers sets out on a mission to get up close and personal with a family of elusive snow leopards.,September,78,78
s5275,TV Show,Offspring,NULL,"Asher Keddie, Kat Stewart, Richard Davies, Linda Cropper, Jane Harber, Alicia Gardiner, Lachy Hulme, Eddie Perfect, Deborah Mailman, John Waters",Australia,2017-09-13 00:00:00,2017,TV-MA,"TVComedies,TVDramas","A Melbourne obstetrician in her thirties struggles with the increasingly chaotic family, romantic and professional aspects of her life in this drama.",September,7,7 Seasons
s5276,Movie,Heroin(e),Elaine McMillion Sheldon,NULL,UnitedStates,2017-09-12 00:00:00,2017,TV-14,Documentaries,"This documentary follows three women – a fire chief, a judge and a street missionary – as they battle West Virginia's devastating opioid epidemic.",September,40,40
s5277,Movie,Jeff Dunham: Relative Disaster,Michael Simon,Jeff Dunham,UnitedStates,2017-09-12 00:00:00,2017,TV-MA,Stand-UpComedy,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.,September,71,71
s5278,Movie,#realityhigh,Fernando Lebrija,"Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis",UnitedStates,2017-09-08 00:00:00,2017,TV-14,Comedies,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",September,99,99
s5279,TV Show,Apaches,NULL,"Alberto Ammann, Eloy Azorín, Verónica Echegui, Lucía Jiménez, Claudia Traisac",Spain,2017-09-08 00:00:00,2016,TV-MA,"CrimeTVShows,InternationalTVShows,Spanish-LanguageTVShows",A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.,September,1,1 Season
s5280,Movie,Fabrizio Copano: Solo pienso en mi,"Rodrigo Toro, Francisco Schultz",Fabrizio Copano,Chile,2017-09-08 00:00:00,2017,TV-MA,Stand-UpComedy,"Fabrizio Copano takes audience participation to the next level in this stand-up set while reflecting on sperm banks, family WhatsApp groups and more.",September,60,60
s5281,TV Show,Fire Chasers,NULL,NULL,UnitedStates,2017-09-08 00:00:00,2017,TV-MA,"Docuseries,Science&NatureTV","As California's 2016 fire season rages, brave backcountry firefighters race to put out the flames, protect homes and save lives in this docuseries.",September,1,1 Season
s5282,Movie,Joaquín Reyes: Una y no más,José Miguel Contreras,Joaquín Reyes,NULL,2017-09-08 00:00:00,2017,TV-MA,Stand-UpComedy,"Comedian and celebrity impersonator Joaquín Reyes decides to be his zesty self for a night of stories about buses, bathroom habits, royalty and more.",September,78,78
s5283,Movie,Carrie Pilby,Susan Johnson,"Bel Powley, Nathan Lane, Vanessa Bayer, Gabriel Byrne, Jason Ritter, Colin O'Donoghue, William Moseley, Desmin Borges",UnitedStates,2017-09-05 00:00:00,2016,TV-MA,"Comedies,Dramas","A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date.",September,98,98
s5284,Movie,Marc Maron: Too Real,Lynn Shelton,Marc Maron,UnitedStates,2017-09-05 00:00:00,2017,TV-MA,Stand-UpComedy,"Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world.",September,70,70
s5285,TV Show,No Tomorrow,NULL,"Joshua Sasse, Tori Anderson, Jonathan Langdon, Sarayu Blue, Jesse Rath, Amy Pietz",UnitedStates,2017-09-05 00:00:00,2016,TV-PG,"RomanticTVShows,TVComedies,TVDramas","Her straitjacketed life turned topsy-turvy by hunky Xavier, Evie discovers a new freedom – even though her man just might be an end-of-days crackpot.",September,1,1 Season
s5286,TV Show,Reign,NULL,"Adelaide Kane, Megan Follows, Torrance Coombs, Toby Regbo, Jenessa Grant, Celina Sinden, Caitlin Stasey, Anna Popplewell, Alan Van Sprang, Rossif Sutherland, Jonathan Keltz, Sean Teale, Craig Parker",UnitedStates,2017-09-05 00:00:00,2017,TV-14,TVDramas,"This vivid historical drama series tells of the rise to power of Mary, Queen of Scots, amid a court full of sexual and political intrigue.",September,4,4 Seasons
s5287,TV Show,Frequency,NULL,"Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar",UnitedStates,2017-09-04 00:00:00,2016,TV-14,"CrimeTVShows,TVDramas,TVMysteries","A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.",September,1,1 Season
s5288,TV Show,The Vampire Diaries,NULL,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan",UnitedStates,2017-09-04 00:00:00,2016,TV-14,"TVDramas,TVMysteries,TVSci-Fi&Fantasy","Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena.",September,8,8 Seasons
s5289,TV Show,A Boy Name Flora A,NULL,"Crowd Lu, Tsai Chen-nan, Lotus Wang, Fan Chu-Mei, Hsieh Ying-shiuan, Vera Yen, Cammy Chiang",Taiwan,2017-09-01 00:00:00,2017,TV-MA,"InternationalTVShows,TVComedies,TVDramas",A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,September,1,1 Season
s5290,TV Show,A House of Blocks,NULL,"Eli Shi, Phoebe Lin, Chen Wan-ting, Fan Chen-fei, Lu Hsueh-feng, Figaro Tseng, Winnie Chang, Elten Ting",Taiwan,2017-09-01 00:00:00,2017,TV-PG,"InternationalTVShows,TVDramas,TVHorror","Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",September,1,1 Season
s5291,Movie,Aakhri Adaalat,Rajiv Mehra,"Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam, Vinod Mehra, Shafi Inamdar, Gulshan Grover, Roopesh Kumar",India,2017-09-01 00:00:00,1988,TV-14,"Action&Adventure,InternationalMovies",An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.,September,148,148
s5292,Movie,"Alias JJ, la celebridad del mal",NULL,NULL,NULL,2017-09-01 00:00:00,2017,TV-MA,"Documentaries,InternationalMovies","Witnesses and public figures respond to controversial claims about Pablo Escobar made by the Medellín Cartel's sole survivor, John Jairo Velásquez.",September,54,54
s5293,Movie,Berserk: The Golden Age Arc II - The Battle for Doldrey,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo",Japan,2017-09-01 00:00:00,2012,TV-MA,"Action&Adventure,AnimeFeatures,InternationalMovies","For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.",September,92,92
s5294,Movie,Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",Japan,2017-09-01 00:00:00,2013,TV-MA,"Action&Adventure,AnimeFeatures,InternationalMovies","A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.",September,107,107
s5295,Movie,Brother's Shadow,Todd S. Yellin,"Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery",UnitedStates,2017-09-01 00:00:00,2006,TV-MA,"Dramas,IndependentMovies","After serving time in jail, a disgraced son returns to the family business in New York, where he struggles to fill the shoes of his late twin brother.",September,90,90
s5296,Movie,Chadi Jawani Budhe Nu,NULL,Anand,India,2017-09-01 00:00:00,1976,TV-PG,"Comedies,InternationalMovies,RomanticMovies","After reaching his 40th birthday, an egotistical businessman kicks off his midlife crisis by deciding to secure a mistress.",September,135,135
s5297,Movie,Ek Jaan Hain Hum,Rajiv Mehra,"Rajiv Kapoor, Divya Rana, Shammi Kapoor, Tanuja, Kiran Vairale, Rakesh Bedi, Gulshan Grover, Monty Sharma",India,2017-09-01 00:00:00,1983,TV-14,"Dramas,InternationalMovies,Music&Musicals","While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense.",September,151,151
s5298,TV Show,FINAL FANTASY XIV Dad of Light,NULL,"Yudai Chiba, Ren Osugi, Fumika Baba, Yoshihiko Hakamada, Hatsunori Hasegawa, Mako Ishino",Japan,2017-09-01 00:00:00,2017,TV-PG,"InternationalTVShows,TVDramas",A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.,September,1,1 Season
s5299,TV Show,Gurren Lagann,NULL,"Tetsuya Kakihara, Katsuyuki Konishi, Marina Inoue, Masaya Onosaka, Nobuyuki Hiyama, Shizuka Ito, Daiki Nakamura, Kisho Taniyama, Rina Sato, Kana Ueda, Kana Asumi, Mitsuki Saiga, Takako Honda, Yukari Fukui, Kiyoyuki Yanada, Michiko Neya, Akio Suyama, Kiyoshi Kawakubo, Narushi Ikeda, Andrea Kwan, Brett Weaver, Bridget Hoffman, Dave Bridges, David Lee Mckinney, Hynden Walch, Kyle Hebert, Michelle Ruff, Yuri Lowenthal",Japan,2017-09-01 00:00:00,2007,TV-14,"AnimeSeries,InternationalTVShows","When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble.",September,1,1 Season
s5300,TV Show,High Risk,NULL,NULL,UnitedStates,2017-09-01 00:00:00,1988,TV-PG,"Docuseries,RealityTV","From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats.",September,1,1 Season
s5301,Movie,Khoon Khoon,Mohammed Hussain,"Danny Denzongpa, Mahendra Sandhu, Rekha, Faryal, Helen, Jagdeep",India,2017-09-01 00:00:00,1973,TV-14,"Action&Adventure,InternationalMovies","As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of “Dirty Harry.”",September,132,132
s5302,TV Show,LEGO Elves: Secrets of Elvendale,NULL,"Ashleigh Ball, Erin Mathews, Rebecca Husain, Kyle Rideout, Riley Murdock, Vincent Tong, Nicole Oliver, Scott McNeil, Kathleen Barr",UnitedStates,2017-09-01 00:00:00,2017,TV-Y7,Kids'TV,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister – and all of Elvendale. Based on the popular web series.",September,1,1 Season
